Year,GEO,"RATE_Information, culture and recreation [51, 71]#Persons#thousands#14100092_StatsCanada","RATE_Business, building and other support services [55-56]#Persons#thousands#14100092_StatsCanada",RATE_Utilities [22]#Persons#thousands#14100092_StatsCanada,"RATE_Professional, scientific and technical services [54]#Persons#thousands#14100092_StatsCanada"
2012,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",3.8,6.3,,7.3
2012,"Bas-Saint-Laurent, Quebec",3.7,2.3,,3.9
2012,British Columbia,108.9,96.8,11.1,170.2
2012,"Calgary, Alberta",33.9,27.1,6.4,93.6
2012,"Campbellton-Miramichi, New Brunswick",1,1.8,0.6,1.1
2012,"Camrose-Drumheller, Alberta",3,2.2,,4
2012,Canada,759.1,704.3,133.4,1270.7
2012,"Cape Breton, Nova Scotia",2.4,3.6,0.5,1.8
2012,"Capitale-Nationale, Quebec",13.9,14.3,2,35.3
2012,"Cariboo, British Columbia",2.3,2.3,,3.4
2012,"Centre-du-Québec, Quebec",2.1,4.6,,4.2
2012,"Chaudière-Appalaches, Quebec",3.8,6.9,,9.1
2012,"Côte-Nord and Nord-du-Québec, Quebec",,1.6,2,
2012,"Edmonton, Alberta",20.8,27.6,7.3,46.5
2012,"Edmundston-Woodstock, New Brunswick",0.9,1.2,,1.1
2012,"Estrie, Quebec",4.4,5.4,,8
2012,"Fredericton-Oromocto, New Brunswick",2.6,2.4,1,4.2
2012,"Gaspésie-Îles-de-la-Madeleine, Quebec",,,,
2012,"Halifax, Nova Scotia",12.1,10.8,2.3,15.7
2012,"Hamilton-Niagara Peninsula, Ontario",31,32.2,3.7,36.9
2012,"Interlake, Manitoba",1.5,1.1,1.2,1.7
2012,"Kingston-Pembroke, Ontario",5.4,10.2,4,9
2012,"Kitchener-Waterloo-Barrie, Ontario",25.2,25.3,4.9,42.1
2012,"Kootenay, British Columbia",2.2,2.3,,3.9
2012,"Lanaudière, Quebec",6.7,9.4,1.8,14.2
2012,"Laurentides, Quebec",11.3,14.3,3.7,17.1
2012,"Laval, Quebec",12.2,7.8,2.2,17
2012,"Lethbridge-Medicine Hat, Alberta",3.8,3,,6.3
2012,"London, Ontario",11.8,13.6,2.5,18.3
2012,"Lower Mainland-Southwest, British Columbia",77.3,62.8,7.7,117.8
2012,Manitoba,22.9,20.1,7,26.8
2012,"Mauricie, Quebec",4.6,3.9,2.2,4.4
2012,"Moncton-Richibucto, New Brunswick",4.2,7.1,,4
2012,"Montréal, Quebec",64.3,45.4,3.4,110.2
2012,"Montérégie, Quebec",34.5,25.3,6,56.3
2012,"Muskoka-Kawarthas, Ontario",6.9,7.4,3.4,9.2
2012,New Brunswick,11.9,17.9,3.3,15.2
2012,Newfoundland and Labrador,7.2,6.9,2.6,10.1
2012,"North Coast and Nechako, British Columbia",,,,1.5
2012,"North Shore, Nova Scotia",2.1,2.3,0.5,2.2
2012,"Northeast, British Columbia",,1.6,,2.2
2012,"Northeast, Ontario",9.5,7.6,3,10.1
2012,"Northwest, Ontario",3.9,3.4,,3.9
2012,Nova Scotia,19.7,21.2,3.8,23.9
2012,Ontario,319.6,296.3,52.3,530.3
2012,"Ottawa, Ontario",37.3,26.5,1.9,65.8
2012,"Outaouais, Quebec",7.8,8.4,,10.6
2012,"Parklands and North, Manitoba",0.7,0.9,0.9,1.2
2012,"Prince Albert and Northern, Saskatchewan",3.2,2.6,0.7,2.1
2012,Prince Edward Island,2.4,2.2,0.3,3.2
2012,Quebec,177,155.3,29.4,301.6
2012,"Red Deer, Alberta",3.2,2.8,,5.6
2012,"Regina-Moose Mountain, Saskatchewan",8.1,5.3,2.8,8.3
2012,"Saguenay-Lac-Saint-Jean, Quebec",2.7,3.8,,7
2012,"Saint John-St. Stephen, New Brunswick",3.1,5.3,1.4,4.7
2012,Saskatchewan,19,14.5,5.2,23.3
2012,"Saskatoon-Biggar, Saskatchewan",5.8,4.5,0.9,10.8
2012,"South Central and North Central, Manitoba",1.2,0.9,,1
2012,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",1.2,1.5,,1.2
2012,"Southeast, Manitoba",1.7,1.4,1.1,1.7
2012,"Southern, Nova Scotia",1.7,1.9,,1.8
2012,"Southwest, Manitoba",1.6,1.3,,1.7
2012,"Stratford-Bruce Peninsula, Ontario",4.7,5.2,4.1,7.3
2012,"Swift Current-Moose Jaw, Saskatchewan",1.2,0.9,0.5,1.1
2012,"Thompson-Okanagan, British Columbia",11,9.6,,16.2
2012,"Toronto, Ontario",171.4,152.6,19.7,316
2012,"Vancouver Island and Coast, British Columbia",14.5,16.9,,25.2
2012,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",0.9,1.2,0.5,0.6
2012,"Windsor-Sarnia, Ontario",12.5,12.3,3.9,11.6
2012,"Winnipeg, Manitoba",16.2,14.5,3.2,19.4
2012,"Wood Buffalo-Cold Lake, Alberta",1.8,4.1,,3
2012,"Yorkton-Melville, Saskatchewan",0.8,1.3,,1
2013,"Abitibi-Témiscamingue, Quebec",1.8,2.7,,3.5
2013,Alberta,74.8,78.2,18.7,176.1
2013,"Annapolis Valley, Nova Scotia",1.3,2.4,,2.4
2013,"Avalon Peninsula, Newfoundland and Labrador",5.1,4.3,1.9,7.3
2013,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",5.8,5.8,,9
2013,"Bas-Saint-Laurent, Quebec",3.2,2.8,,3.8
2013,British Columbia,107.4,98.8,11.2,178.3
2013,"Calgary, Alberta",34.6,33.4,7.7,100.3
2013,"Campbellton-Miramichi, New Brunswick",1.3,1.6,0.6,1.3
2013,"Camrose-Drumheller, Alberta",3.4,3,,3.4
2013,Canada,756.7,740.9,135,1310.9
2013,"Cape Breton, Nova Scotia",2.9,3.5,0.9,1.4
2013,"Capitale-Nationale, Quebec",15.8,11.7,1.8,34.7
2013,"Cariboo, British Columbia",1.9,2,,2.7
2013,"Centre-du-Québec, Quebec",2.1,3.9,,5.2
2013,"Chaudière-Appalaches, Quebec",4.2,6.9,,8.2
2013,"Côte-Nord and Nord-du-Québec, Quebec",2.1,,,2
2013,"Edmonton, Alberta",22.3,26.2,6.9,48.7
2013,"Edmundston-Woodstock, New Brunswick",1.5,0.9,,0.8
2013,"Estrie, Quebec",5.8,7.2,,8.7
2013,"Fredericton-Oromocto, New Brunswick",2.4,3.3,1.1,4.1
2013,"Gaspésie-Îles-de-la-Madeleine, Quebec",,,,
2013,"Halifax, Nova Scotia",10.7,12.2,2.3,19.2
2013,"Hamilton-Niagara Peninsula, Ontario",26.1,35,3.1,41.3
2013,"Interlake, Manitoba",1.3,1.4,0.7,1.8
2013,"Kingston-Pembroke, Ontario",7,12.6,3.8,10.7
2013,"Kitchener-Waterloo-Barrie, Ontario",26.4,28,3.9,42.7
2013,"Kootenay, British Columbia",3.1,2.1,,3.8
2013,"Lanaudière, Quebec",11.1,11.1,1.8,11.5
2013,"Laurentides, Quebec",14.5,12.5,2.5,17.5
2013,"Laval, Quebec",8.3,9.2,2.2,20.9
2013,"Lethbridge-Medicine Hat, Alberta",4.8,3.3,,6.1
2013,"London, Ontario",11.7,14.6,2.2,15.5
2013,"Lower Mainland-Southwest, British Columbia",73.7,64,6.9,128
2013,Manitoba,24.5,20,7.3,26.6
2013,"Mauricie, Quebec",3.6,3.8,,4.8
2013,"Moncton-Richibucto, New Brunswick",3.3,6.6,,4.7
2013,"Montréal, Quebec",59.5,40.5,3.6,108.1
2013,"Montérégie, Quebec",35.7,27.2,10.9,58
2013,"Muskoka-Kawarthas, Ontario",6.6,6.9,2,9
2013,New Brunswick,11.9,17.5,3.6,15
2013,Newfoundland and Labrador,7,6.5,2.7,9.4
2013,"North Coast and Nechako, British Columbia",,,,1.6
2013,"North Shore, Nova Scotia",1.9,2.5,0.6,2
2013,"Northeast, British Columbia",,,,1.9
2013,"Northeast, Ontario",8.9,9,3.8,10.5
2013,"Northwest, Ontario",3.2,2.6,,4.3
2013,Nova Scotia,18.4,22.8,4.2,26.5
2013,Ontario,311.5,327.7,51.8,542.7
2013,"Ottawa, Ontario",27.1,29.6,,72.2
2013,"Outaouais, Quebec",8.3,8,,10.6
2013,"Parklands and North, Manitoba",0.9,0.8,0.9,1
2013,"Prince Albert and Northern, Saskatchewan",2.7,2.1,0.9,3
2013,Prince Edward Island,2.9,2.2,0.4,3.1
2013,Quebec,180.5,153.5,29.6,306.8
2013,"Red Deer, Alberta",2.7,2.4,,5.3
2013,"Regina-Moose Mountain, Saskatchewan",6.7,5.4,2.9,9
2013,"Saguenay-Lac-Saint-Jean, Quebec",3.5,4.1,,8.2
2013,"Saint John-St. Stephen, New Brunswick",3.3,5,1.4,4.1
2013,Saskatchewan,17.9,13.7,5.4,26.2
2013,"Saskatoon-Biggar, Saskatchewan",5.8,4.2,1.1,11.9
2013,"South Central and North Central, Manitoba",0.9,1.2,0.5,0.9
2013,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",1.3,1,,1
2013,"Southeast, Manitoba",1.3,1.3,0.7,2.4
2013,"Southern, Nova Scotia",1.7,2.2,,1.5
2013,"Southwest, Manitoba",1.4,1.3,,1.5
2013,"Stratford-Bruce Peninsula, Ontario",5.4,6.1,5.3,5.2
2013,"Swift Current-Moose Jaw, Saskatchewan",1.5,1,,1.5
2013,"Thompson-Okanagan, British Columbia",11.6,10.5,1.7,14.8
2013,"Toronto, Ontario",178.8,172.8,21.4,319.7
2013,"Vancouver Island and Coast, British Columbia",15,17.8,,25.6
2013,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",0.6,1.3,,1.1
2013,"Windsor-Sarnia, Ontario",10.3,10.6,3.9,11.6
2013,"Winnipeg, Manitoba",18.7,14,4.2,19
2013,"Wood Buffalo-Cold Lake, Alberta",,4,,3.3
2013,"Yorkton-Melville, Saskatchewan",1.1,1,,0.8
2014,"Abitibi-Témiscamingue, Quebec",1.7,2.5,,3
2014,Alberta,72.5,79.1,18.3,184.3
2014,"Annapolis Valley, Nova Scotia",2,1.9,0.5,2.2
2014,"Avalon Peninsula, Newfoundland and Labrador",5.7,3.8,1.9,8.8
2014,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",5.6,5.6,1.8,9.7
2014,"Bas-Saint-Laurent, Quebec",2.6,1.7,,3.3
2014,British Columbia,107.7,87.9,13.7,182.3
2014,"Calgary, Alberta",31.1,35.4,6,99.2
2014,"Campbellton-Miramichi, New Brunswick",1.2,2.4,0.6,1.6
2014,"Camrose-Drumheller, Alberta",2,2.8,,3.6
2014,Canada,757.2,734.8,136.9,1333.3
2014,"Cape Breton, Nova Scotia",2.1,3.3,0.5,1.7
2014,"Capitale-Nationale, Quebec",15.1,15.4,2.1,33.7
2014,"Cariboo, British Columbia",2.9,2.7,,3.3
2014,"Centre-du-Québec, Quebec",1.8,3.5,,2
2014,"Chaudière-Appalaches, Quebec",4.2,4.9,,10.8
2014,"Côte-Nord and Nord-du-Québec, Quebec",1.6,,1.6,2
2014,"Edmonton, Alberta",24.9,25.9,7.3,58.5
2014,"Edmundston-Woodstock, New Brunswick",0.7,0.9,,0.9
2014,"Estrie, Quebec",5.4,6.6,,10.1
2014,"Fredericton-Oromocto, New Brunswick",2.1,2.7,1.2,4.9
2014,"Gaspésie-Îles-de-la-Madeleine, Quebec",,,,
2014,"Halifax, Nova Scotia",12.3,11.1,1.9,19
2014,"Hamilton-Niagara Peninsula, Ontario",29.4,37.1,4.7,42.5
2014,"Interlake, Manitoba",1.2,1.1,0.9,1.6
2014,"Kingston-Pembroke, Ontario",7.1,11.6,2.1,8.7
2014,"Kitchener-Waterloo-Barrie, Ontario",28,30.7,4.9,47.8
2014,"Kootenay, British Columbia",2.5,1.7,,1.9
2014,"Lanaudière, Quebec",10.1,10,1.8,12.1
2014,"Laurentides, Quebec",12.7,8.9,1.5,19
2014,"Laval, Quebec",10.1,7.3,,15.1
2014,"Lethbridge-Medicine Hat, Alberta",5.3,4.2,,4.9
2014,"London, Ontario",11,15.5,1.7,14.5
2014,"Lower Mainland-Southwest, British Columbia",73.7,61.7,8.9,130.9
2014,Manitoba,21.8,17.1,8.2,24.7
2014,"Mauricie, Quebec",4,5.5,,4.6
2014,"Moncton-Richibucto, New Brunswick",4.4,7.6,0.5,5.3
2014,"Montréal, Quebec",63.1,40.4,5.1,107.7
2014,"Montérégie, Quebec",35.8,32,8.6,58.1
2014,"Muskoka-Kawarthas, Ontario",5.4,11.6,2.8,8.4
2014,New Brunswick,11,19.6,3.9,17.4
2014,Newfoundland and Labrador,7.5,6.4,2.6,10.6
2014,"North Coast and Nechako, British Columbia",,,,1.7
2014,"North Shore, Nova Scotia",1.5,2.1,0.5,1.8
2014,"Northeast, British Columbia",,,,2
2014,"Northeast, Ontario",8.8,9.7,3.3,11.2
2014,"Northwest, Ontario",3.3,4,1.7,4.2
2014,Nova Scotia,19.2,19.7,3.8,26.1
2014,Ontario,316.5,334.7,51.1,559.9
2014,"Ottawa, Ontario",31.7,28.5,2.4,68.2
2014,"Outaouais, Quebec",9.4,9,,10.5
2014,"Parklands and North, Manitoba",0.8,0.5,0.8,0.7
2014,"Prince Albert and Northern, Saskatchewan",2.4,1.8,0.7,2.9
2014,Prince Edward Island,2.6,2.3,0.3,2.9
2014,Quebec,181.9,155.1,29,298.7
2014,"Red Deer, Alberta",2.3,1.9,,6.1
2014,"Regina-Moose Mountain, Saskatchewan",6.7,5.2,3.2,9.4
2014,"Saguenay-Lac-Saint-Jean, Quebec",3.4,5,,5.6
2014,"Saint John-St. Stephen, New Brunswick",2.6,6,1.3,4.7
2014,Saskatchewan,16.5,12.8,6.1,26.4
2014,"Saskatoon-Biggar, Saskatchewan",5,4.1,1.5,11.6
2014,"South Central and North Central, Manitoba",1.1,1.2,0.6,1
2014,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",0.9,1.2,0.5,0.8
2014,"Southeast, Manitoba",1.2,1.3,1.2,1.8
2014,"Southern, Nova Scotia",1.3,1.3,,1.6
2014,"Southwest, Manitoba",1.6,0.9,0.5,1.9
2014,"Stratford-Bruce Peninsula, Ontario",4.8,6.2,6.1,4.3
2014,"Swift Current-Moose Jaw, Saskatchewan",1.2,1,,1.6
2014,"Thompson-Okanagan, British Columbia",11.1,8.3,1.5,14.2
2014,"Toronto, Ontario",174.3,167.2,18.7,339.5
2014,"Vancouver Island and Coast, British Columbia",15.2,11.3,1.7,28.4
2014,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",0.9,1.3,,1
2014,"Windsor-Sarnia, Ontario",12.5,12.5,2.6,10.8
2014,"Winnipeg, Manitoba",15.9,12,4.2,17.6
2014,"Wood Buffalo-Cold Lake, Alberta",,3.3,,2.2
2014,"Yorkton-Melville, Saskatchewan",1.2,0.6,,1
2015,"Abitibi-Témiscamingue, Quebec",1.9,2.6,,2.4
2015,Alberta,74.9,82.3,20.2,173.2
2015,"Annapolis Valley, Nova Scotia",1.7,2.3,,2.3
2015,"Avalon Peninsula, Newfoundland and Labrador",5,4.6,1.8,9.1
2015,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",4.6,5.5,,5
2015,"Bas-Saint-Laurent, Quebec",2.8,2.3,,3.8
2015,British Columbia,114.5,93.5,14.5,188.1
2015,"Calgary, Alberta",37.2,33.2,9.4,91.7
2015,"Campbellton-Miramichi, New Brunswick",0.7,2.1,,1.8
2015,"Camrose-Drumheller, Alberta",,2.1,1.5,3.6
2015,Canada,750.6,760.6,137,1365.8
2015,"Cape Breton, Nova Scotia",1.7,2.4,0.6,1.5
2015,"Capitale-Nationale, Quebec",12.3,16.6,3.5,30.4
2015,"Cariboo, British Columbia",2.9,2.5,,2.6
2015,"Centre-du-Québec, Quebec",2.3,4.6,,3
2015,"Chaudière-Appalaches, Quebec",4,6.5,,10.9
2015,"Côte-Nord and Nord-du-Québec, Quebec",,2,,2
2015,"Edmonton, Alberta",25,29.3,6.3,58
2015,"Edmundston-Woodstock, New Brunswick",1.2,1.3,,0.8
2015,"Estrie, Quebec",4,5.3,,10
2015,"Fredericton-Oromocto, New Brunswick",2.4,3.2,0.8,4.8
2015,"Gaspésie-Îles-de-la-Madeleine, Quebec",,,,
2015,"Halifax, Nova Scotia",10.6,10.7,2,20
2015,"Hamilton-Niagara Peninsula, Ontario",26.1,41.6,5,42.4
2015,"Interlake, Manitoba",1.4,1.4,1.1,1.5
2015,"Kingston-Pembroke, Ontario",8.3,7.9,,10.9
2015,"Kitchener-Waterloo-Barrie, Ontario",24.7,25.4,3.8,45.4
2015,"Kootenay, British Columbia",2.3,1.7,,2.5
2015,"Lanaudière, Quebec",9.4,11.8,,14.2
2015,"Laurentides, Quebec",14.2,15.8,2.4,18.3
2015,"Laval, Quebec",7.3,7.1,,20.2
2015,"Lethbridge-Medicine Hat, Alberta",2.7,5.5,,6.3
2015,"London, Ontario",8.9,18.8,,16.9
2015,"Lower Mainland-Southwest, British Columbia",79.1,65.1,9.2,138.3
2015,Manitoba,22.6,18.8,8.3,25.4
2015,"Mauricie, Quebec",4.8,4.1,1.7,5.9
2015,"Moncton-Richibucto, New Brunswick",4.2,6.5,0.6,3.8
2015,"Montréal, Quebec",61.1,46.7,4.5,118
2015,"Montérégie, Quebec",32.1,30.2,5.6,58
2015,"Muskoka-Kawarthas, Ontario",7.2,5.6,2,8.4
2015,New Brunswick,11.7,18.8,3.5,16.6
2015,Newfoundland and Labrador,7.3,7.2,2.5,11.3
2015,"North Coast and Nechako, British Columbia",,,,
2015,"North Shore, Nova Scotia",2,2.9,,2
2015,"Northeast, British Columbia",,,,1.8
2015,"Northeast, Ontario",8.4,10.7,2.1,10.6
2015,"Northwest, Ontario",3.4,2.7,,4.1
2015,Nova Scotia,17.5,20.3,3.7,27.8
2015,Ontario,309.5,333.4,49.4,579.6
2015,"Ottawa, Ontario",31.4,32.2,2,62.4
2015,"Outaouais, Quebec",9.8,8,,10.4
2015,"Parklands and North, Manitoba",0.7,0.7,1,
2015,"Prince Albert and Northern, Saskatchewan",2.5,2.3,0.6,2.7
2015,Prince Edward Island,2.4,2.5,0.4,3.1
2015,Quebec,171.3,169.3,27.9,315.7
2015,"Red Deer, Alberta",2.8,3.1,,5.9
2015,"Regina-Moose Mountain, Saskatchewan",7.8,5.4,3.8,9.2
2015,"Saguenay-Lac-Saint-Jean, Quebec",3,4.8,2.3,6.8
2015,"Saint John-St. Stephen, New Brunswick",3.1,5.8,1.7,5.4
2015,Saskatchewan,18.9,14.5,6.7,25.1
2015,"Saskatoon-Biggar, Saskatchewan",6.5,4.8,1.2,11.1
2015,"South Central and North Central, Manitoba",1.3,0.7,,1.6
2015,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",1.2,1.1,,1
2015,"Southeast, Manitoba",1.5,1.4,1.2,1.7
2015,"Southern, Nova Scotia",1.4,1.9,,2.1
2015,"Southwest, Manitoba",2,1.2,0.5,1.1
2015,"Stratford-Bruce Peninsula, Ontario",3.8,6.9,4.4,3.9
2015,"Swift Current-Moose Jaw, Saskatchewan",1.1,1.1,0.9,1.5
2015,"Thompson-Okanagan, British Columbia",12.7,10.3,,15
2015,"Toronto, Ontario",174.7,168.6,22.6,362.3
2015,"Vancouver Island and Coast, British Columbia",14.9,12.1,1.5,26.8
2015,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",1,1.5,,1.2
2015,"Windsor-Sarnia, Ontario",12.5,13.1,3.8,12.2
2015,"Winnipeg, Manitoba",15.6,13.3,4.2,19.1
2015,"Wood Buffalo-Cold Lake, Alberta",,3.5,,2.8
2015,"Yorkton-Melville, Saskatchewan",0.9,0.9,,0.6
2016,"Abitibi-Témiscamingue, Quebec",,2.9,1.5,2.6
2016,Alberta,76.3,79.5,19.8,179.3
2016,"Annapolis Valley, Nova Scotia",1.9,1.8,0.5,2.4
2016,"Avalon Peninsula, Newfoundland and Labrador",4.9,4.9,1.7,8.3
2016,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",4.7,5.2,,6.3
2016,"Bas-Saint-Laurent, Quebec",2.8,1.9,,3.5
2016,British Columbia,126.6,104.7,13.5,195.5
2016,"Calgary, Alberta",35.4,29.7,9.1,100.9
2016,"Campbellton-Miramichi, New Brunswick",1,1.6,,1.4
2016,"Camrose-Drumheller, Alberta",2,2.9,,3.4
2016,Canada,782.4,766.4,137.2,1393.7
2016,"Cape Breton, Nova Scotia",2.1,1.8,,1.4
2016,"Capitale-Nationale, Quebec",15.3,17.2,2.9,28.8
2016,"Cariboo, British Columbia",1.8,2.2,,3.7
2016,"Centre-du-Québec, Quebec",2.7,4.1,,5.9
2016,"Chaudière-Appalaches, Quebec",5.2,6.8,,10.5
2016,"Côte-Nord and Nord-du-Québec, Quebec",,2,1.7,
2016,"Edmonton, Alberta",24.9,30.4,6.4,54.4
2016,"Edmundston-Woodstock, New Brunswick",1.2,0.8,,0.9
2016,"Estrie, Quebec",4.6,6.4,,9.9
2016,"Fredericton-Oromocto, New Brunswick",2.8,3,1.5,4.2
2016,"Gaspésie-Îles-de-la-Madeleine, Quebec",,,,
2016,"Halifax, Nova Scotia",8.8,10.5,1.9,20.2
2016,"Hamilton-Niagara Peninsula, Ontario",34.4,37.4,3.4,39.4
2016,"Interlake, Manitoba",1.7,0.8,0.9,1.5
2016,"Kingston-Pembroke, Ontario",6.8,10.3,2.6,10.8
2016,"Kitchener-Waterloo-Barrie, Ontario",25.3,29.2,3.8,48.5
2016,"Kootenay, British Columbia",3,3.1,,3.1
2016,"Lanaudière, Quebec",9.2,12.2,,12.8
2016,"Laurentides, Quebec",11.8,15.9,2.3,20.7
2016,"Laval, Quebec",4.4,12.1,,15.8
2016,"Lethbridge-Medicine Hat, Alberta",3.8,4.1,,7.1
2016,"London, Ontario",12.5,16.8,,18.1
2016,"Lower Mainland-Southwest, British Columbia",92.6,72.4,8.4,139.8
2016,Manitoba,23.3,18.3,9.9,27.6
2016,"Mauricie, Quebec",5.2,4.7,1.6,6.7
2016,"Moncton-Richibucto, New Brunswick",4.1,5.6,,4.8
2016,"Montréal, Quebec",67.4,51.7,2.7,115.9
2016,"Montérégie, Quebec",38.3,30.4,7.7,59.4
2016,"Muskoka-Kawarthas, Ontario",7.4,7.8,3.2,10.5
2016,New Brunswick,12.4,16.3,3.7,15
2016,Newfoundland and Labrador,7.1,6.9,2.8,10.5
2016,"North Coast and Nechako, British Columbia",,,,1.5
2016,"North Shore, Nova Scotia",1.9,1.8,,1.6
2016,"Northeast, British Columbia",,,,2.2
2016,"Northeast, Ontario",7.3,9,3.1,10.2
2016,"Northwest, Ontario",3.1,2.3,,4.2
2016,Nova Scotia,16.2,17.5,3.3,27.5
2016,Ontario,318,326.1,49.5,594.6
2016,"Ottawa, Ontario",32.7,31.1,2.2,69.3
2016,"Outaouais, Quebec",6.1,7.5,,10.2
2016,"Parklands and North, Manitoba",1,0.6,1.2,0.7
2016,"Prince Albert and Northern, Saskatchewan",2.8,1.9,0.7,2.7
2016,Prince Edward Island,2.6,2.3,0.3,3.7
2016,Quebec,179.5,182,27.5,311.9
2016,"Red Deer, Alberta",3.8,3.8,,4
2016,"Regina-Moose Mountain, Saskatchewan",8.7,4.1,3.5,10.8
2016,"Saguenay-Lac-Saint-Jean, Quebec",3.2,5.1,1.7,6.5
2016,"Saint John-St. Stephen, New Brunswick",3.4,5.3,1.4,3.8
2016,Saskatchewan,20.4,13,6.9,28.1
2016,"Saskatoon-Biggar, Saskatchewan",6.1,5.3,1.2,12.2
2016,"South Central and North Central, Manitoba",1.1,1.1,,1.7
2016,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",1.1,0.8,0.7,1
2016,"Southeast, Manitoba",1.4,1.5,1.5,2.7
2016,"Southern, Nova Scotia",1.4,1.6,,1.9
2016,"Southwest, Manitoba",1.9,0.9,0.6,1.1
2016,"Stratford-Bruce Peninsula, Ontario",4.7,4.6,4.2,4.3
2016,"Swift Current-Moose Jaw, Saskatchewan",1.9,0.8,1.1,1.8
2016,"Thompson-Okanagan, British Columbia",11,8.7,2.5,15.7
2016,"Toronto, Ontario",172.7,165.4,21.3,365.9
2016,"Vancouver Island and Coast, British Columbia",15.7,15.8,,29.4
2016,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",1,1.1,,1.1
2016,"Windsor-Sarnia, Ontario",11.1,12.2,3,13.5
2016,"Winnipeg, Manitoba",16.4,13.5,5.3,20
2016,"Wood Buffalo-Cold Lake, Alberta",1.7,3.3,,3.2
2016,"Yorkton-Melville, Saskatchewan",1,0.9,,0.6
2017,"Abitibi-Témiscamingue, Quebec",,2.3,,3
2017,Alberta,73.6,80.9,21,178.7
2017,"Annapolis Valley, Nova Scotia",1.9,2.2,0.6,2.8
2017,"Avalon Peninsula, Newfoundland and Labrador",4.6,4.7,1.9,7.6
2017,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",4.6,6.2,,5.4
2017,"Bas-Saint-Laurent, Quebec",3,3,,3.2
2017,British Columbia,136.8,102.5,12.9,197.2
2017,"Calgary, Alberta",35.6,33,8.7,98.4
2017,"Campbellton-Miramichi, New Brunswick",1.3,1.3,,1.3
2017,"Camrose-Drumheller, Alberta",2.4,2.3,,3.8
2017,Canada,789.3,756.6,132.6,1448.8
2017,"Cape Breton, Nova Scotia",1.4,2.2,0.6,1.8
2017,"Capitale-Nationale, Quebec",13.2,15.2,,33.2
2017,"Cariboo, British Columbia",2.8,2.8,,3.2
2017,"Centre-du-Québec, Quebec",4.3,4.9,,4.2
2017,"Chaudière-Appalaches, Quebec",4.2,5.4,,8.8
2017,"Côte-Nord and Nord-du-Québec, Quebec",,1.6,1.7,
2017,"Edmonton, Alberta",24.5,28.2,10.6,55.9
2017,"Edmundston-Woodstock, New Brunswick",0.7,1.2,,0.6
2017,"Estrie, Quebec",4.6,5.5,,9.6
2017,"Fredericton-Oromocto, New Brunswick",1.9,3,1.2,4.6
2017,"Gaspésie-Îles-de-la-Madeleine, Quebec",,,,
2017,"Halifax, Nova Scotia",9.2,9.6,2.1,19.3
2017,"Hamilton-Niagara Peninsula, Ontario",30.2,35.9,4,45.3
2017,"Interlake, Manitoba",1.4,1.8,1,1.4
2017,"Kingston-Pembroke, Ontario",6,10.3,2.6,13.8
2017,"Kitchener-Waterloo-Barrie, Ontario",28.2,28.3,4.3,52.7
2017,"Kootenay, British Columbia",3.6,2.3,,3.9
2017,"Lanaudière, Quebec",10.6,8.2,1.5,15.5
2017,"Laurentides, Quebec",12.9,16.5,2.6,17.5
2017,"Laval, Quebec",7.7,8.8,,15.1
2017,"Lethbridge-Medicine Hat, Alberta",2.5,4.2,,7
2017,"London, Ontario",9.6,17.1,1.7,18.7
2017,"Lower Mainland-Southwest, British Columbia",100.5,69.4,8.4,144.1
2017,Manitoba,23.9,19.5,8.9,28.3
2017,"Mauricie, Quebec",2.6,4.6,1.5,5.6
2017,"Moncton-Richibucto, New Brunswick",4.3,4.5,,4.5
2017,"Montréal, Quebec",72.8,56.7,3.1,126.9
2017,"Montérégie, Quebec",32.3,35.5,5.2,66.2
2017,"Muskoka-Kawarthas, Ontario",9.6,9.7,1.9,11.3
2017,New Brunswick,10.8,16.3,3.5,15.6
2017,Newfoundland and Labrador,6.5,6.9,2.9,9.8
2017,"North Coast and Nechako, British Columbia",,,,1.6
2017,"North Shore, Nova Scotia",1.7,2.3,,2.3
2017,"Northeast, British Columbia",,,,1.5
2017,"Northeast, Ontario",9.3,8.3,2.9,9.1
2017,"Northwest, Ontario",3.3,2.5,,4.5
