Year,GEO,RATE_Professional occupations in education services [40]#Persons#thousands#14100312_StatsCanada,RATE_Transport and heavy equipment operation and related maintenance occupations [75]#Persons#thousands#14100312_StatsCanada,"RATE_Paraprofessional occupations in legal, social, community and education services [42]#Persons#thousands#14100312_StatsCanada",RATE_Middle management occupations in retail and wholesale trade and customer services [06]#Persons#thousands#14100312_StatsCanada,RATE_Office support occupations [14]#Persons#thousands#14100312_StatsCanada,RATE_Retail sales supervisors and specialized sales occupations [62]#Persons#thousands#14100312_StatsCanada
2018,"Gaspésie-Îles-de-la-Madeleine, Quebec",2.5,1.6,1.6,,,
2018,"Halifax, Nova Scotia",11.8,6.7,5,7.9,9.6,8.6
2018,"Hamilton-Niagara Peninsula, Ontario",34.4,28.7,14.7,22.6,21.9,28.6
2018,"Interlake, Manitoba",1.7,2,0.8,1.8,1.9,1.5
2018,"Kingston-Pembroke, Ontario",9.7,7.6,5.2,6.8,7,9.6
2018,"Kitchener-Waterloo-Barrie, Ontario",31.8,22.3,18.3,18.6,22.8,22.9
2018,"Kootenay, British Columbia",2.1,2.6,1.6,2,2.4,2.4
2018,"Lanaudière, Quebec",14.4,11.2,6.7,5.4,6.3,8.5
2018,"Laurentides, Quebec",11.8,11.4,12.2,8.7,9.8,15.9
2018,"Laval, Quebec",9,14.7,7.3,5.4,9.7,7.8
2018,"Lethbridge-Medicine Hat, Alberta",4.7,5.3,3.3,4,5.1,4.8
2018,"London, Ontario",14.3,15.1,7.1,6.5,14.5,11.5
2018,"Lower Mainland-Southwest, British Columbia",50.6,52.2,32.5,50.2,56.4,66.2
2018,Manitoba,25,28.7,17.6,16.2,26.2,18.9
2018,"Mauricie, Quebec",4.8,6.6,3.3,3.7,2.1,3.1
2018,"Moncton-Richibucto, New Brunswick",3.8,3.9,2.9,3,5,3.8
2018,"Montréal, Quebec",46.8,27.8,35.6,38.1,34.8,37.9
2018,"Montérégie, Quebec",31.4,31.7,25,24.4,24.7,24.1
2018,"Muskoka-Kawarthas, Ontario",7.5,9.5,5.1,5,8.2,7
2018,New Brunswick,14.6,14.2,8.3,9.9,14.6,12.2
2018,Newfoundland and Labrador,9.8,11.6,4.5,5.8,9.4,7.7
2018,"North Coast and Nechako, British Columbia",1.6,2.5,,,1.6,
2018,"North Shore, Nova Scotia",3.9,2.9,1,2.3,2,2.5
2018,"Northeast, British Columbia",,2.9,,,,
2018,"Northeast, Ontario",11.4,12.3,8.3,7.7,10.8,7.6
2018,"Northwest, Ontario",4.4,5,4.2,2.7,3.9,3
2018,Nova Scotia,21.6,15.8,8.5,15.4,17.1,16.4
2018,Ontario,299.6,259.4,160.4,226.1,288,267.1
2018,"Ottawa, Ontario",32.2,22.8,19.1,16,24,23.5
2018,"Outaouais, Quebec",10,8.3,7.5,4.5,6.6,4.6
2018,"Parklands and North, Manitoba",1.6,1.6,1.3,1.2,1.4,0.9
2018,"Prince Albert and Northern, Saskatchewan",4.6,4.5,2.3,3.4,3.1,3.5
2018,Prince Edward Island,3,2.6,1.9,2.3,2.3,2.4
2018,Quebec,189.1,164.4,141,125,125.7,141
2018,"Red Deer, Alberta",4.2,5.7,2.5,3.3,3.9,4.3
2018,"Regina-Moose Mountain, Saskatchewan",7.1,7.1,4.8,4.5,6.6,6
2018,"Saguenay-Lac-Saint-Jean, Quebec",5.6,5.2,5.1,3.7,2.3,3.1
2018,"Saint John-St. Stephen, New Brunswick",3.4,3,2,2.5,2.8,3.2
2018,Saskatchewan,22.3,23.3,12.8,16.6,19.9,19.3
2018,"Saskatoon-Biggar, Saskatchewan",7.9,7.5,4.3,6.5,7.3,7.2
2018,"South Central and North Central, Manitoba",1.7,2.8,1.1,1.1,1.8,1.6
2018,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",2.5,3.9,0.6,1.8,2,1.3
2018,"Southeast, Manitoba",2.2,4.1,1.9,1.1,1.8,1.6
2018,"Southern, Nova Scotia",1.8,2.2,,1.6,2,1.7
2018,"Southwest, Manitoba",2.3,2.7,1.1,1.7,1.6,1.6
2018,"Stratford-Bruce Peninsula, Ontario",5.2,10.3,3.6,6,4.1,4.4
2018,"Swift Current-Moose Jaw, Saskatchewan",1.7,2.5,0.9,1.4,1.2,1.5
2018,"Thompson-Okanagan, British Columbia",8.3,10.1,5.2,8.1,11.2,9.7
2018,"Toronto, Ontario",135.2,114.7,69.6,127.5,160.8,140.8
2018,"Vancouver Island and Coast, British Columbia",14.3,11.8,9.5,12,14.4,15.5
2018,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2.4,2.8,1.1,0.7,1.6,1.4
2018,"Windsor-Sarnia, Ontario",13.6,11.2,5.3,6.6,10,8.3
2018,"Winnipeg, Manitoba",15.6,15.4,11.4,9.4,17.7,11.6
2018,"Wood Buffalo-Cold Lake, Alberta",3.1,6,,1.6,3.3,2.2
2018,"Yorkton-Melville, Saskatchewan",1,1.7,0.5,0.8,1.8,1
2019,"Abitibi-Témiscamingue, Quebec",3.7,4.5,2.9,2.5,1.7,2.4
2019,Alberta,82.2,104.9,41.8,51.9,83.9,78.4
2019,"Annapolis Valley, Nova Scotia",2.1,2.2,1,1.9,2.3,2.2
2019,"Avalon Peninsula, Newfoundland and Labrador",6.3,4.2,1.9,2.9,5.7,4.1
2019,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",5.1,13.8,2.2,5.9,6.1,5.2
2019,"Bas-Saint-Laurent, Quebec",5.2,5.3,2.6,3.2,1.6,3.5
2019,British Columbia,85.6,87.6,57.3,95,94.9,98.2
2019,"Calgary, Alberta",30.1,33.8,16.3,18.6,32.2,31.5
2019,"Campbellton-Miramichi, New Brunswick",2.3,3.1,1.3,1,2.5,1.6
2019,"Camrose-Drumheller, Alberta",2.4,6.9,,2,3.9,2.7
2019,Canada,766.2,744.7,475.6,557,633.8,663.1
2019,"Cape Breton, Nova Scotia",2.8,2,0.9,1.6,1.7,1.2
2019,"Capitale-Nationale, Quebec",17,13.9,13.3,8.9,12.1,13.3
2019,"Cariboo, British Columbia",2.4,5,1.5,1.9,2.7,3.1
2019,"Centre-du-Québec, Quebec",5.6,7,5.4,2.5,2.1,2.4
2019,"Chaudière-Appalaches, Quebec",8.3,10.2,8.4,5.8,4.7,6.2
2019,"Côte-Nord and Nord-du-Québec, Quebec",2.7,2.2,2.2,,,
2019,"Edmonton, Alberta",33.7,34.6,15.7,18.3,31.9,28.3
2019,"Edmundston-Woodstock, New Brunswick",1.3,2.3,0.9,0.7,1.1,1
2019,"Estrie, Quebec",9.7,5.2,5.2,4,3.5,4.1
2019,"Fredericton-Oromocto, New Brunswick",3.7,2.3,1.8,1.8,2.5,1.7
2019,"Gaspésie-Îles-de-la-Madeleine, Quebec",1.7,1.5,,,,
2019,"Halifax, Nova Scotia",10.8,6.7,5.1,6.2,11.1,9.8
2019,"Hamilton-Niagara Peninsula, Ontario",31.5,30.5,15.6,23.8,24.9,32.2
2019,"Interlake, Manitoba",1.9,2.1,1.2,1.1,1.5,1.2
2019,"Kingston-Pembroke, Ontario",10,7.6,5.8,5.7,7.9,8
2019,"Kitchener-Waterloo-Barrie, Ontario",35.8,32,17.4,22.6,26,25.5
2019,"Kootenay, British Columbia",2.7,2.7,1.6,2.5,2.2,2.2
2019,"Lanaudière, Quebec",11.2,13.3,9.3,8.4,6.1,8.4
2019,"Laurentides, Quebec",16.1,8.7,10.2,9.4,7.6,6.9
2019,"Laval, Quebec",7.2,11.3,7.6,5.9,5.7,6.6
2019,"Lethbridge-Medicine Hat, Alberta",6,5.9,2.6,3.2,3.8,5.7
2019,"London, Ontario",14.5,14.8,9.5,8.1,11.4,12.3
2019,"Lower Mainland-Southwest, British Columbia",57.1,51.3,37.6,64.6,63.8,65.6
2019,Manitoba,26.4,30.2,18.5,13.7,25.8,18.5
2019,"Mauricie, Quebec",4.5,5.8,4.4,3.1,3.4,3.4
2019,"Moncton-Richibucto, New Brunswick",4.3,4.2,2.2,3,4.9,4
2019,"Montréal, Quebec",53.7,27.2,34.4,39.4,27.5,38.8
2019,"Montérégie, Quebec",34.9,31.3,24.4,22.4,18.8,27.3
2019,"Muskoka-Kawarthas, Ontario",7,8.7,3.7,3.8,7,6.6
2019,New Brunswick,14.4,14.8,9.1,8.5,13.7,11.5
2019,Newfoundland and Labrador,9.5,10.1,3.4,5,9.2,5.9
2019,"North Coast and Nechako, British Columbia",,1.6,,1.6,,
2019,"North Shore, Nova Scotia",2.9,2.7,1.6,2.3,3.1,1.8
2019,"Northeast, British Columbia",,2.8,,,1.6,1.5
2019,"Northeast, Ontario",10.8,13.1,7.9,6.6,10.7,6.7
2019,"Northwest, Ontario",4.8,4.6,4,2.6,4.2,2.9
2019,Nova Scotia,20.5,15.1,9.2,13.2,19.5,16.4
2019,Ontario,303.7,295.2,177.7,226.2,260.4,281.4
2019,"Ottawa, Ontario",30.2,24.3,21.2,17.3,25.5,18.9
2019,"Outaouais, Quebec",10,8.5,6.7,5,6.4,5.3
2019,"Parklands and North, Manitoba",1.3,1.3,0.9,0.8,0.8,0.7
2019,"Prince Albert and Northern, Saskatchewan",4.4,4.4,2.8,2.9,2.5,2.9
2019,Prince Edward Island,3,3.2,1.9,2,2.7,2.1
2019,Quebec,197.8,161.4,141.8,126.2,104.7,132.8
2019,"Red Deer, Alberta",2.4,4.4,2.9,2.6,3.3,3
2019,"Regina-Moose Mountain, Saskatchewan",5.8,5.9,5.4,5.1,7.6,5.9
2019,"Saguenay-Lac-Saint-Jean, Quebec",6.2,5.7,3.6,3.1,2.1,2.7
2019,"Saint John-St. Stephen, New Brunswick",2.9,2.8,2.8,2.1,2.6,3.1
2019,Saskatchewan,23.1,22,15.1,15.4,19,18.1
2019,"Saskatoon-Biggar, Saskatchewan",10.4,7.6,5.1,5.8,6.4,6.4
2019,"South Central and North Central, Manitoba",1.7,3.3,1.3,1.6,1.5,1.3
2019,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",1.6,3.2,0.6,1.2,2.1,1.2
2019,"Southeast, Manitoba",2.1,3.5,1.2,1.7,1.6,2.1
2019,"Southern, Nova Scotia",2,1.5,0.6,1.3,1.4,1.5
2019,"Southwest, Manitoba",2.6,2.3,1.5,0.7,1.8,2
2019,"Stratford-Bruce Peninsula, Ontario",4.8,7.5,3.2,4.8,5,4.3
2019,"Swift Current-Moose Jaw, Saskatchewan",1.4,2.5,0.6,1,1.6,1.9
2019,"Thompson-Okanagan, British Columbia",6.7,12.5,5.6,10,9.4,10.2
2019,"Toronto, Ontario",143.3,139.8,84.3,121.3,128.4,154.5
2019,"Vancouver Island and Coast, British Columbia",14.5,11.8,9.3,13.2,13.9,14.5
2019,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",1.6,2.6,0.9,0.9,1.4,0.6
2019,"Windsor-Sarnia, Ontario",10.9,12.3,5.1,9.6,9.6,9.5
2019,"Winnipeg, Manitoba",16.8,17.7,12.3,7.8,18.6,11.4
2019,"Wood Buffalo-Cold Lake, Alberta",2.5,5.5,1.6,,2.7,2
2019,"Yorkton-Melville, Saskatchewan",1.1,1.6,1.2,0.6,0.8,1
