Year,GEO,RATE_Not in labour force#Persons#thousands#14100090_StatsCanada
2016,"North Shore, Nova Scotia",53.0
2016,"Northeast, British Columbia",13.0
2016,"Northeast, Ontario",189.1
2016,Northwest Territories,8.2
2016,"Northwest, Ontario",64.3
2016,Nova Scotia,302.0
2016,Nunavut,8.3
2016,Ontario,4033.9
2016,"Ottawa, Ontario",367.8
2016,"Outaouais, Quebec",106.3
2016,"Parklands and Northern, Manitoba",17.7
2016,"Prince Albert and Northern, Saskatchewan",50.0
2016,Prince Edward Island,41.7
2016,Quebec,2439.6
2016,"Red Deer, Alberta",49.7
2016,"Regina-Moose Mountain, Saskatchewan",72.3
2016,"Saguenay-Lac-Saint-Jean, Quebec",93.8
2016,"Saint John-St. Stephen, New Brunswick",51.3
2016,Saskatchewan,262.2
2016,"Saskatoon-Biggar, Saskatchewan",90.9
2016,"South Central and North Central, Manitoba",29.2
2016,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",58.5
2016,"Southeast, Manitoba",27.9
2016,"Southern, Nova Scotia",43.9
2016,"Southwest, Manitoba",31.0
2016,"Stratford-Bruce Peninsula, Ontario",93.4
2016,"Swift Current-Moose Jaw, Saskatchewan",26.9
2016,"Thompson-Okanagan, British Columbia",167.0
2016,"Toronto, Ontario",1823.4
2016,"Vancouver Island and Coast, British Columbia",272.8
2016,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",36.4
2016,"Windsor-Sarnia, Ontario",205.0
2016,"Winnipeg, Manitoba",192.0
2016,"Wood Buffalo-Cold Lake, Alberta",28.2
2016,"Yorkton-Melville, Saskatchewan",22.2
2016,Yukon,6.9
2017,"Abitibi-Témiscamingue, Quebec",41.3
2017,Alberta,947.1
2017,"Annapolis Valley, Nova Scotia",38.8
2017,"Avalon Peninsula, Newfoundland and Labrador",89.6
2017,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",80.2
2017,"Bas-Saint-Laurent, Quebec",78.5
2017,British Columbia,1379.0
2017,"Calgary, Alberta",343.0
2017,"Campbellton-Miramichi, New Brunswick",57.4
2017,"Camrose-Drumheller, Alberta",52.3
2017,Canada,10238.8
2017,"Cape Breton, Nova Scotia",49.6
2017,"Capitale-Nationale, Quebec",200.8
2017,"Cariboo, British Columbia",40.5
2017,"Centre-du-Québec, Quebec",73.8
2017,"Chaudière-Appalaches, Quebec",128.9
2017,"Côte-Nord and Nord-du-Québec, Quebec",32.9
2017,"Edmonton, Alberta",316.5
2017,"Edmundston-Woodstock, New Brunswick",23.8
2017,"Estrie, Quebec",107.7
2017,"Fredericton-Oromocto, New Brunswick",42.1
2017,"Gaspésie-Îles-de-la-Madeleine, Quebec",34.7
2017,"Halifax, Nova Scotia",118.3
2017,"Hamilton-Niagara Peninsula, Ontario",433.2
2017,"Interlake, Manitoba",27.4
2017,"Kingston-Pembroke, Ontario",159.4
2017,"Kitchener-Waterloo-Barrie, Ontario",347.0
2017,"Kootenay, British Columbia",45.3
2017,"Lanaudière, Quebec",141.6
2017,"Laurentides, Quebec",179.6
2017,"Laval, Quebec",123.0
2017,"Lethbridge-Medicine Hat, Alberta",77.0
2017,"London, Ontario",215.1
2017,"Lower Mainland-Southwest, British Columbia",831.5
2017,Manitoba,332.4
2017,"Mauricie, Quebec",97.9
2017,"Moncton-Richibucto, New Brunswick",65.9
2017,"Montréal, Quebec",567.9
2017,"Montérégie, Quebec",425.5
2017,"Muskoka-Kawarthas, Ontario",137.8
2017,New Brunswick,240.8
2017,Newfoundland and Labrador,182.6
2017,"North Coast and Nechako, British Columbia",22.0
2017,"North Shore, Nova Scotia",51.8
2017,"Northeast, British Columbia",15.5
2017,"Northeast, Ontario",192.1
2017,Northwest Territories,9.5
2017,"Northwest, Ontario",63.4
2017,Nova Scotia,302.5
2017,Nunavut,8.7
2017,Ontario,4105.0
2017,"Ottawa, Ontario",384.6
2017,"Outaouais, Quebec",109.8
2017,"Parklands and Northern, Manitoba",17.8
2017,"Prince Albert and Northern, Saskatchewan",54.1
2017,Prince Edward Island,42.0
2017,Quebec,2436.2
2017,"Red Deer, Alberta",50.7
2017,"Regina-Moose Mountain, Saskatchewan",76.3
2017,"Saguenay-Lac-Saint-Jean, Quebec",92.3
2017,"Saint John-St. Stephen, New Brunswick",51.6
2017,Saskatchewan,271.3
2017,"Saskatoon-Biggar, Saskatchewan",91.9
2017,"South Central and North Central, Manitoba",28.6
2017,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",57.3
2017,"Southeast, Manitoba",28.4
2017,"Southern, Nova Scotia",43.9
2017,"Southwest, Manitoba",31.0
2017,"Stratford-Bruce Peninsula, Ontario",90.7
2017,"Swift Current-Moose Jaw, Saskatchewan",28.5
2017,"Thompson-Okanagan, British Columbia",162.2
2017,"Toronto, Ontario",1872.0
2017,"Vancouver Island and Coast, British Columbia",262.0
2017,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",35.6
2017,"Windsor-Sarnia, Ontario",209.7
2017,"Winnipeg, Manitoba",199.2
2017,"Wood Buffalo-Cold Lake, Alberta",27.4
2017,"Yorkton-Melville, Saskatchewan",20.4
2017,Yukon,6.8
2018,"Abitibi-Témiscamingue, Quebec",40.7
2018,Alberta,975.6
2018,"Annapolis Valley, Nova Scotia",42.4
2018,"Avalon Peninsula, Newfoundland and Labrador",90.0
2018,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",73.4
2018,"Bas-Saint-Laurent, Quebec",71.7
2018,British Columbia,1415.3
2018,"Calgary, Alberta",366.5
2018,"Campbellton-Miramichi, New Brunswick",56.1
2018,"Camrose-Drumheller, Alberta",51.6
2018,Canada,10477.6
2018,"Cape Breton, Nova Scotia",49.4
2018,"Capitale-Nationale, Quebec",213.2
2018,"Cariboo, British Columbia",42.6
2018,"Centre-du-Québec, Quebec",79.3
2018,"Chaudière-Appalaches, Quebec",124.7
2018,"Côte-Nord and Nord-du-Québec, Quebec",33.0
2018,"Edmonton, Alberta",330.7
2018,"Edmundston-Woodstock, New Brunswick",23.9
2018,"Estrie, Quebec",105.2
2018,"Fredericton-Oromocto, New Brunswick",42.2
2018,"Gaspésie-Îles-de-la-Madeleine, Quebec",36.7
2018,"Halifax, Nova Scotia",116.8
2018,"Hamilton-Niagara Peninsula, Ontario",449.5
2018,"Interlake, Manitoba",27.9
2018,"Kingston-Pembroke, Ontario",166.2
2018,"Kitchener-Waterloo-Barrie, Ontario",369.9
2018,"Kootenay, British Columbia",48.0
2018,"Lanaudière, Quebec",153.4
2018,"Laurentides, Quebec",182.2
2018,"Laval, Quebec",112.7
2018,"Lethbridge-Medicine Hat, Alberta",78.9
2018,"London, Ontario",217.7
2018,"Lower Mainland-Southwest, British Columbia",853.9
2018,Manitoba,336.1
2018,"Mauricie, Quebec",100.2
2018,"Moncton-Richibucto, New Brunswick",66.3
2018,"Montréal, Quebec",578.5
2018,"Montérégie, Quebec",436.2
2018,"Muskoka-Kawarthas, Ontario",143.7
2018,New Brunswick,242.9
2018,Newfoundland and Labrador,182.2
2018,"North Coast and Nechako, British Columbia",20.7
2018,"North Shore, Nova Scotia",54.7
2018,"Northeast, British Columbia",14.1
2018,"Northeast, Ontario",189.1
2018,Northwest Territories,9.3
2018,"Northwest, Ontario",62.5
2018,Nova Scotia,305.7
2018,Nunavut,9.3
2018,Ontario,4224.6
2018,"Ottawa, Ontario",396.1
2018,"Outaouais, Quebec",110.6
2018,"Parklands and Northern, Manitoba",17.4
2018,"Prince Albert and Northern, Saskatchewan",53.2
2018,Prince Edward Island,41.8
2018,Quebec,2476.4
2018,"Red Deer, Alberta",47.9
2018,"Regina-Moose Mountain, Saskatchewan",77.0
2018,"Saguenay-Lac-Saint-Jean, Quebec",98.1
2018,"Saint John-St. Stephen, New Brunswick",54.3
2018,Saskatchewan,277.1
2018,"Saskatoon-Biggar, Saskatchewan",96.4
2018,"South Central and North Central, Manitoba",30.0
2018,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",56.0
2018,"Southeast, Manitoba",29.5
2018,"Southern, Nova Scotia",42.3
2018,"Southwest, Manitoba",31.1
2018,"Stratford-Bruce Peninsula, Ontario",86.5
2018,"Swift Current-Moose Jaw, Saskatchewan",28.5
2018,"Thompson-Okanagan, British Columbia",175.0
2018,"Toronto, Ontario",1930.4
2018,"Vancouver Island and Coast, British Columbia",260.9
2018,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",36.1
2018,"Windsor-Sarnia, Ontario",213.0
2018,"Winnipeg, Manitoba",200.2
2018,"Wood Buffalo-Cold Lake, Alberta",26.7
2018,"Yorkton-Melville, Saskatchewan",22.2
2018,Yukon,7.5
2019,"Abitibi-Témiscamingue, Quebec",40.1
2019,Alberta,1009.5
2019,"Annapolis Valley, Nova Scotia",41.2
2019,"Avalon Peninsula, Newfoundland and Labrador",87.4
2019,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",74.7
2019,"Bas-Saint-Laurent, Quebec",69.6
2019,British Columbia,1412.6
2019,"Calgary, Alberta",373.4
2019,"Campbellton-Miramichi, New Brunswick",60.2
2019,"Camrose-Drumheller, Alberta",58.8
2019,Canada,10539.7
2019,"Cape Breton, Nova Scotia",47.0
2019,"Capitale-Nationale, Quebec",207.0
2019,"Cariboo, British Columbia",42.1
2019,"Centre-du-Québec, Quebec",73.5
2019,"Chaudière-Appalaches, Quebec",124.7
2019,"Côte-Nord and Nord-du-Québec, Quebec",32.3
2019,"Edmonton, Alberta",341.5
2019,"Edmundston-Woodstock, New Brunswick",24.7
2019,"Estrie, Quebec",105.6
2019,"Fredericton-Oromocto, New Brunswick",42.2
2019,"Gaspésie-Îles-de-la-Madeleine, Quebec",37.0
2019,"Halifax, Nova Scotia",118.5
2019,"Hamilton-Niagara Peninsula, Ontario",459.7
2019,"Interlake, Manitoba",28.6
2019,"Kingston-Pembroke, Ontario",157.1
2019,"Kitchener-Waterloo-Barrie, Ontario",364.2
2019,"Kootenay, British Columbia",47.6
2019,"Lanaudière, Quebec",150.3
2019,"Laurentides, Quebec",184.0
2019,"Laval, Quebec",139.1
2019,"Lethbridge-Medicine Hat, Alberta",80.8
2019,"London, Ontario",228.5
2019,"Lower Mainland-Southwest, British Columbia",839.5
2019,Manitoba,347.5
2019,"Mauricie, Quebec",97.6
2019,"Moncton-Richibucto, New Brunswick",66.6
2019,"Montréal, Quebec",572.9
2019,"Montérégie, Quebec",444.0
2019,"Muskoka-Kawarthas, Ontario",153.6
2019,New Brunswick,243.9
2019,Newfoundland and Labrador,183.3
2019,"North Coast and Nechako, British Columbia",21.5
2019,"North Shore, Nova Scotia",53.5
2019,"Northeast, British Columbia",14.2
2019,"Northeast, Ontario",188.5
2019,Northwest Territories,9.2
2019,"Northwest, Ontario",63.8
2019,Nova Scotia,304.9
2019,Nunavut,10.0
2019,Ontario,4238.9
2019,"Ottawa, Ontario",379.7
2019,"Outaouais, Quebec",108.5
2019,"Parklands and Northern, Manitoba",19.4
2019,"Prince Albert and Northern, Saskatchewan",52.5
2019,Prince Edward Island,43.2
2019,Quebec,2479.8
2019,"Red Deer, Alberta",55.5
2019,"Regina-Moose Mountain, Saskatchewan",79.3
2019,"Saguenay-Lac-Saint-Jean, Quebec",93.6
2019,"Saint John-St. Stephen, New Brunswick",50.1
2019,Saskatchewan,276.2
2019,"Saskatoon-Biggar, Saskatchewan",98.0
2019,"South Central and North Central, Manitoba",30.7
2019,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",59.0
2019,"Southeast, Manitoba",32.7
2019,"Southern, Nova Scotia",44.7
2019,"Southwest, Manitoba",28.6
2019,"Stratford-Bruce Peninsula, Ontario",88.6
2019,"Swift Current-Moose Jaw, Saskatchewan",26.5
2019,"Thompson-Okanagan, British Columbia",166.2
2019,"Toronto, Ontario",1939.3
2019,"Vancouver Island and Coast, British Columbia",281.6
2019,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",36.8
2019,"Windsor-Sarnia, Ontario",216.0
2019,"Winnipeg, Manitoba",207.5
2019,"Wood Buffalo-Cold Lake, Alberta",24.8
2019,"Yorkton-Melville, Saskatchewan",20.0
2019,Yukon,7.4
